gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,avg_charge_per_month,InternetService_Fiber_optic,InternetService_No,Contract_One_year,Contract_Two_year,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,tenure_group_1_2_thn,tenure_group_2_4_thn,tenure_group_4_5_thn,tenure_group_5_thn_plus,Churn
1,0,0,0,0.4717933053937132,1,1,0,1,1,1,1,1,1,0.6773017743095108,0.6213470995488324,0.6381338573910335,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,0.2678499562741845,1,0,0,0,1,0,1,0,1,-0.16785881743064132,0.02249108730210764,-0.16214689502997642,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1.124412022576205,1,1,0,0,1,0,1,0,1,0.8203801422025286,1.2924534537126755,0.7376086360409667,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,-0.915021468619082,0,0,0,0,0,0,0,1,1,-1.0096920052663048,-0.8471938373924534,-0.9502211779725611,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1.613876060463074,1,1,1,1,1,1,1,1,1,0.9152111534804593,1.9757992970638165,0.9717501884900552,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,1,1,0.4776575400401835,-0.9717202022477789,0.47456878873332103,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,-0.7518667893234591,1,0,1,1,0,0,0,1,1,-0.11628405691106519,-0.6481318399997598,-0.2213023618884085,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0.7573139941610534,1,1,0,1,1,1,1,1,1,1.5507452992378177,1.4999094993451316,1.554294821546161,1,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,-0.7926554591473648,0,0,0,0,0,0,0,1,1,-0.9913912837916163,-0.8104973437788318,-1.0146703170537872,0,0,0,0,0,1,0,1,0,0,0,1
1,1,1,0,-0.5887121100278361,1,0,1,0,0,0,0,1,1,-0.19281434671430722,-0.5622137022576875,-0.29037524433374723,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,1,1.4915100509913568,1,1,0,1,1,0,1,0,0,1.0266791842808336,1.8550085034146677,0.9755467496592642,1,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0,-1.078176147914705,1,1,0,0,0,0,0,1,1,0.6473551391691115,-0.7978403495743729,0.4712545529419603,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0.4310046355698075,0,0,1,0,0,1,0,0,0,-1.027992726740993,-0.34497924964435617,-0.9917107855653372,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.7110781194995532,1,0,1,1,1,1,1,1,0,0.6506825430736006,-0.44056592462594546,0.6935293000158715,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0.512581975217619,1,0,0,1,0,1,0,0,1,-0.3575208399865023,0.012954393752220425,-0.44343770063141336,0,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,-0.1400367419648729,1,1,1,1,0,1,0,0,0,0.08502387931050663,-0.21500334561766637,-0.09359408149939509,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1.613876060463074,0,0,1,1,1,1,1,1,1,0.023466907077463767,1.00033178538963,-0.04995505630213697,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0.4717933053937132,0,0,1,0,1,0,1,1,1,-0.3625119458432355,0.06588963513857633,-0.31388037367727245,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,0.6757366545132419,0,0,1,0,0,0,0,1,1,-0.854967723707576,-0.1987206499483887,-0.9086850106363472,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,0,-0.26240275143659014,1,1,0,1,1,0,0,1,1,0.9634585100955464,0.040092219867683125,0.883813173662664,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,-1.2005421573864221,1,0,0,0,1,1,1,0,1,0.7804512953486631,-0.8913834473667007,0.7430218878335225,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-1.2413308272103278,1,0,0,0,0,0,0,0,0,-1.4988203792261565,-0.9838717956419902,-1.2968902417488704,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,-1.1189648177386107,0,0,0,1,0,1,0,0,0,-1.019674216979771,-0.9346721254618111,-1.0678765485658592,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,1.3691440415196396,1,1,0,1,1,1,1,1,1,1.4376135664851988,2.149767045530309,1.4545029455591487,1,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,1.124412022576205,0,0,0,1,0,0,1,1,1,-0.4689888707868768,0.32392970969232415,-0.4797101701257477,0,0,0,0,0,1,0,0,0,1,0,1
0,1,0,0,1.4915100509913568,1,1,1,0,1,1,1,1,0,1.5091527504317077,2.275282238057858,1.4348806173807216,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,-0.05845940231706142,1,1,0,1,1,0,1,0,0,0.9617948081433021,0.3204578258654066,1.0762094956972328,1,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0.512581975217619,1,1,1,1,1,1,1,1,0,1.6106385695186158,1.205019113539861,1.5542731598743222,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,-0.6702894496756475,1,0,0,0,0,0,0,0,0,-1.5254396104620669,-0.862993106199755,-1.4753411251399378,0,1,1,0,0,0,1,1,0,0,0,0
1,0,0,0,-1.2821194970342338,1,0,0,1,0,0,0,0,1,-0.4706525727391211,-0.9842453527626078,-0.46998841180442363,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,1.0836233527522994,1,1,0,1,0,1,0,1,1,1.0566258194212328,1.4460953000279106,0.9829669417792241,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.2005421573864221,1,1,0,0,0,0,0,0,0,0.33624287409941,-0.9146538585863566,0.15805927065839268,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0.1454839468024673,1,1,0,0,0,0,0,1,1,0.6773017743095108,0.37022881870064794,0.7321125283536271,1,0,0,0,1,0,0,0,1,0,0,1
1,1,1,0,0.5533706450415247,1,1,0,0,1,0,1,1,1,1.201367889266495,1.0502346219145013,1.2199476230707156,1,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0.5941593148654305,1,0,0,0,0,0,0,0,0,-1.5054751870351342,-0.6015470696639047,-1.5021260560202483,0,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,-1.2821194970342338,1,0,0,1,0,0,0,0,1,0.3146147487202327,-0.9738736491783987,0.312171234956656,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0.023117937330750068,0,0,1,1,1,0,1,1,1,-0.18116843304859642,-0.17828487805577306,-0.25918292919637176,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.05845940231706142,1,1,1,0,1,1,0,0,0,0.011820993411753198,-0.13009600949608913,-0.019840353755281266,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0,0,0.2270612864502788,1,1,0,0,0,0,1,1,0,0.9934051452359457,0.5988677504669552,1.034064120353786,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.4310046355698075,1,0,0,0,0,0,0,0,1,-1.5054751870351342,-0.6640849264449629,-1.5513541827994917,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0.1454839468024673,1,0,1,1,1,1,0,1,1,0.35454359557409826,0.17132063894585575,0.3154394396953592,0,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,0.4310046355698075,1,1,1,1,0,0,1,0,1,0.9850866354747237,0.8202772532518963,1.0519009560632255,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.5533706450415247,1,0,0,0,0,0,0,0,1,-1.4905018694649346,-0.5948230414927861,-1.4769757278468179,0,1,0,1,0,0,1,0,1,0,0,0
0,0,1,0,-0.3439800910844016,1,0,0,0,0,0,0,0,0,-1.4888381675126903,-0.8057729449004314,-1.5210844837186115,0,1,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1.3691440415196396,1,1,1,1,1,1,1,0,0,0.4826486458969169,1.258789364960539,0.4364550771326755,0,0,0,1,1,0,0,0,0,0,1,1
0,0,1,0,1.450721381167451,1,1,1,0,0,1,0,0,0,-0.22109727990246197,0.7406876126120533,-0.21425612949165052,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,1.4099327113435454,1,0,1,1,1,1,1,1,1,1.535771981667618,2.210898569621983,1.4694825868174093,1,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.3283553716957337,1,0,1,1,1,0,0,0,0,-0.1179477588633095,0.6960365497241017,-0.17662755602607474,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,-0.30319142126049586,0,0,1,0,0,0,1,0,1,-0.8067203670924887,-0.5800126003577076,-0.8653104569979052,0,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,1.4099327113435454,1,1,1,0,1,0,1,1,1,1.4026758254880665,2.132429600343993,1.3811606762879436,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,0.5941593148654305,1,0,0,0,0,0,0,0,0,-1.492165571417179,-0.5883627007009269,-1.4809713594796492,0,1,1,0,0,0,1,0,1,0,0,0
0,1,1,0,1.450721381167451,1,0,0,1,1,1,0,0,1,-0.1412395861947311,0.74077550840514,-0.21415865196837505,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,0.512581975217619,1,0,0,0,0,0,0,0,0,-1.4821833597037126,-0.5981850555783453,-1.4676102098460626,0,1,0,1,0,0,1,0,1,0,0,0
1,0,0,0,-1.078176147914705,1,0,1,0,1,1,1,1,0,0.45769311661325096,-0.7941487262647392,0.5176538540210076,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.1454839468024673,1,1,0,0,0,0,0,1,1,0.6606647547870669,0.3339278561559157,0.6560692293629667,1,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0,0.8388913338088649,1,1,0,0,0,0,1,1,1,1.0300065881853222,1.1979874500929395,0.9848360351012783,1,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.2821194970342338,1,0,0,0,0,0,1,0,1,0.4859760498014055,-0.9716103325064208,0.48285437821172233,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.38476876090830736,1,1,0,0,0,0,0,0,1,0.33457917214716576,-0.254842113834131,0.31274762378993654,1,0,0,0,0,1,0,1,0,0,0,1
1,1,0,0,1.002046013104488,1,1,0,1,1,0,1,1,1,0.49429455956262747,0.9439466341246281,0.428605571311032,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,1,0.7981026639849592,1,1,0,0,0,0,0,0,0,-1.3025035488613181,-0.41507614463085496,-1.2941814913424698,0,1,0,1,0,0,1,0,0,1,0,0
0,0,1,1,-0.8334441289712705,1,0,0,0,0,0,0,0,0,-1.500484081178401,-0.9056445397949884,-1.5178392945062376,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.18082541178877864,1,0,0,0,0,0,0,0,0,-1.4971566772739122,-0.7679118320284133,-1.5092380635238973,0,1,1,0,0,0,1,0,1,0,0,0
1,0,1,0,1.5730873906391682,1,0,0,1,1,1,1,1,1,1.3427825552072685,2.198021835934808,1.2517804214960317,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.3439800910844016,1,1,0,0,0,0,0,0,0,-1.340768693762939,-0.7405542664302343,-1.3161542372861532,0,1,1,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,1,-0.6702968070084484,-0.9868822265552034,-0.6688425592860541,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,-0.6702894496756475,1,0,0,0,0,0,0,0,0,-1.4805196577514683,-0.8653003707682762,-1.4862159613303394,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,-1.1189648177386107,0,0,0,0,1,0,0,1,0,-0.8449855119941098,-0.9139287182933927,-0.7550126898614273,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.2413308272103278,1,0,0,1,0,0,0,0,0,-0.5222273332586972,-0.960974941542952,-0.433531818099458,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,-0.30319142126049586,1,0,0,0,0,0,0,0,1,0.14658085154354902,-0.20972959803247526,0.25165328940641335,1,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0.2270612864502788,1,0,1,1,0,0,0,0,1,-0.2576987228518387,-0.017435576707443515,-0.18901971175526883,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0,0,-0.18082541178877864,1,0,1,1,0,1,0,0,1,-0.16619511547839702,-0.27934306615699817,-0.1933680887897983,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.6349479846893362,1,0,1,0,1,1,1,1,1,1.2512789478338266,1.1487658059644887,1.2342537740342374,1,0,0,1,1,0,0,0,1,0,0,0
0,0,1,1,1.613876060463074,1,1,1,1,1,1,1,1,0,0.8270349500115063,1.8922103978385367,0.8841991263349481,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,-0.7518667893234591,1,1,0,1,0,0,0,1,1,0.8653000949131275,-0.45324489277867575,0.8284818250250325,1,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0.3086386260980903,0,0,1,1,0,0,1,1,1,-0.3026186755624374,-0.07953395452306918,-0.40424225929330954,0,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,-0.26240275143659014,1,0,0,1,1,1,0,0,1,0.6756380723572665,-0.04646316237426645,0.632759812467105,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,-0.38476876090830736,1,1,0,0,0,0,0,0,1,-0.550510266446852,-0.537558932296919,-0.6142297173327655,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.8334441289712705,1,1,0,1,0,0,0,1,1,0.8070705265845737,-0.5417779303650719,0.7688453083745393,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.2216140816126844,1,0,1,0,1,1,1,0,0,0.14824455349579332,-0.15954110018007295,0.21378753174275092,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,1.613876060463074,1,1,1,1,1,1,1,1,1,1.7021421768920575,2.6872278463061,1.7169008689142757,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,-0.26240275143659014,1,1,0,0,0,0,1,0,1,0.627390715742179,-0.09656376443358221,0.4874433200766831,1,0,0,0,0,1,0,0,1,0,0,1
1,0,1,1,-0.26240275143659014,1,1,0,0,1,1,1,1,1,0.5691611474136252,-0.09107027736567477,0.5033771459966855,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,1.613876060463074,1,1,1,1,1,1,0,1,0,0.46434792442222816,1.526234289374544,0.5008755353272447,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,-1.0373874780907992,0,0,1,0,1,1,0,1,0,-0.5072540156884978,-0.8722661123703829,-0.7052991529910198,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,-1.2005421573864221,1,0,0,0,1,0,0,1,0,0.6922750918797105,-0.8937126858834934,0.6844703888528197,1,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0.7981026639849592,1,1,0,1,1,0,1,1,1,1.3843751040133783,1.4641359115589188,1.431140094014748,1,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,1.0836233527522994,1,0,0,0,0,0,0,0,0,-1.5470677358412441,-0.5416460866754421,-1.5577318332265402,0,1,0,1,0,0,0,0,0,1,0,0
0,0,0,0,-1.1189648177386107,1,1,0,0,0,0,0,0,1,-0.4756436785958542,-0.896701142848435,-0.49517660381876366,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0,0.5941593148654305,1,1,0,1,0,1,0,0,0,-0.17617732719186327,0.2037761605430528,-0.2099619334928945,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,0,1.2467780320479223,1,1,0,1,1,0,1,1,1,1.281225582974226,1.8953306984931082,1.3216716749298698,1,0,0,0,0,1,0,0,0,0,1,1
1,1,0,0,0.7573139941610534,1,1,0,1,0,0,0,0,1,0.4893034537058941,0.7402481336466207,0.430996335829258,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0.7573139941610534,1,1,0,0,0,0,0,0,0,-1.3291227800972283,-0.4405000027811305,-1.3149560760625612,0,1,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1.613876060463074,1,1,1,1,1,1,1,1,0,0.7704690836351967,1.8592055275345496,0.8496298057889518,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0.6349479846893362,1,1,0,1,1,0,0,1,1,0.18817340034965888,0.496688891003877,0.20977515831941398,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,1,-1.2005421573864221,1,0,0,0,0,0,0,0,1,-1.4755285518947352,-0.9813228176424811,-1.5178392945062376,0,1,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1.3283553716957337,1,1,1,0,0,1,0,1,0,0.9534762983820801,1.6607588006934613,0.9426408589593127,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,-0.5071347703800245,1,0,0,0,0,0,0,0,0,-1.492165571417179,-0.8280984763444071,-1.4790903543789142,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,1.3691440415196396,1,1,1,1,0,1,0,0,0,0.8020794207278403,1.5857617152423893,0.8100598390678598,1,0,1,0,0,1,0,0,0,0,1,0
1,0,0,1,1.5322987208152625,1,1,1,1,1,1,1,1,1,1.6538948202769699,2.4576440347641126,1.5801031562800048,1,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,-1.0373874780907992,1,0,0,0,0,0,1,1,1,0.8187164402502843,-0.7091534943500755,1.0519560098139127,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0.2678499562741845,0,0,0,0,1,0,1,1,1,-0.4739799766436099,-0.16916568952304673,-0.5327464408280066,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,0,-0.30319142126049586,0,0,0,0,0,0,1,0,1,-1.027992726740993,-0.631673352744309,-1.0211458239076763,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,-0.8334441289712705,1,0,0,0,0,0,0,0,0,-1.4838470616559571,-0.9078858825186946,-1.5319247966195197,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0.8796800036327707,1,1,0,1,1,1,1,1,0,1.5124801543361963,1.5833665548807812,1.4649422303497808,1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,1.2467780320479223,1,0,1,0,1,0,0,0,1,0.5408782142254707,1.2895089446442771,0.5964853196297969,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.2216140816126844,1,0,0,1,0,1,0,0,1,-0.36916675365221313,-0.3957390701518208,-0.4459295149486216,0,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0,-0.4255574307322131,1,0,0,0,0,0,0,0,1,-1.492165571417179,-0.8232861816729202,-1.5237647463756396,0,1,1,0,0,0,1,1,0,0,0,0
0,0,1,0,1.0428346829283937,1,1,1,1,1,0,1,1,1,1.4825335191957976,1.6938515667905356,1.3591554640463615,1,0,0,1,0,0,0,0,0,1,0,1
1,1,0,0,1.3283553716957337,1,0,0,1,1,0,1,1,1,1.1381472150812078,1.8483723710366353,1.1603096680872818,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.30319142126049586,1,1,0,1,1,1,1,1,0,1.4642327977211094,0.2279694775901172,1.5719785439686127,1,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-0.8742327987951762,1,0,0,0,0,0,0,0,1,-0.6736242109129372,-0.7990049688327694,-0.7291013918562452,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0.3086386260980903,1,1,0,1,0,0,1,0,0,-0.03309895929884549,0.15147816365657407,0.03128975163885315,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,0,-0.38476876090830736,1,1,0,0,0,0,0,1,0,0.7288765348290869,-0.13820439640832052,0.6951816146712746,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,1,1.4099327113435454,1,1,1,1,1,0,1,1,1,1.54409049142884,2.281676657004902,1.5491479113246645,1,0,1,0,0,1,0,0,0,0,1,1
0,0,0,0,-1.2005421573864221,1,0,0,0,0,0,0,0,1,0.16488157301823725,-0.9187190390166081,0.05587033375811003,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0.023117937330750068,0,0,0,0,1,1,1,1,1,-0.3425475224163027,-0.2138607003075416,-0.3404821374723214,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,-0.09924807214096716,1,0,1,0,0,1,0,1,0,0.04675873440888538,-0.1612111202487168,-0.02698556102590267,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,-1.2005421573864221,1,0,0,0,0,1,1,0,1,0.6323818215989123,-0.8890322349016363,0.8021257594461176,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-1.2821194970342338,1,1,0,0,0,0,0,0,1,0.3196058545769661,-0.9738077273335838,0.31714258864369693,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,-1.078176147914705,0,0,0,1,1,1,0,0,0,-0.8100477709969776,-0.9109622352767228,-0.9505526015516973,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,-1.2413308272103278,1,0,0,0,0,0,1,0,1,0.5009493673716051,-0.929881804738596,0.7388790930943213,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1.1652006924001108,1,1,0,1,0,0,0,1,0,-0.028107853442112352,0.7085617002389306,-0.03161281372914081,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.9965988082668935,1,0,0,0,0,0,0,0,1,-0.7135530577668024,-0.8547089277013507,-0.720627493526062,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2821194970342338,1,1,0,1,0,0,0,0,1,0.4743301361356949,-0.9717641501443222,0.4712545529419607,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,0,-1.522112206557578,-0.9981328880702778,-1.517286921874344,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,-1.2413308272103278,1,0,0,0,0,0,0,0,0,0.19482820815863655,-0.9384955924610748,0.4140839855409917,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.2005421573864221,1,0,0,0,0,1,0,1,0,0.6956024957841991,-0.8869227358675599,0.855153532107886,1,0,0,0,0,1,0,0,0,0,0,1
1,1,1,0,-1.078176147914705,1,1,0,0,1,0,0,0,1,0.5292323005597597,-0.8056630751590732,0.3729322244649323,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.4310046355698075,0,0,0,0,1,1,0,1,0,-0.6902612304353811,-0.1577831843183426,-0.6634087540932421,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0.8796800036327707,1,1,1,1,1,0,1,1,0,1.4858609231002862,1.6826009052754611,1.6035263862181517,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,-0.7926554591473648,1,1,0,0,0,0,0,0,1,-1.327459078144984,-0.8604221542519744,-1.3042835369757513,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,1,-1.4821833597037126,-0.9976055133117588,-1.477516092378018,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.1597534875625164,0,0,0,0,0,0,0,0,1,-1.3524146074286498,-0.9643369556285113,-1.3561322065194392,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,-1.2005421573864221,1,0,0,0,1,0,1,0,1,0.7305402367813312,-0.9094460328459804,0.28897158441713233,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,0,1.5730873906391682,1,1,0,1,1,0,1,1,1,1.3577558727774681,2.2773038412988473,1.3359900182229945,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1.5322987208152625,0,0,1,0,1,1,1,1,1,-0.21776987599797312,0.8455253198159988,-0.1566747639568785,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1.613876060463074,1,1,1,1,1,0,1,1,1,0.6390366294078895,1.6222604433215657,0.6014533853845048,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,1.3283553716957337,1,0,1,1,1,0,0,1,0,0.2031467179198585,0.9210937279221333,0.08448323609018943,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1.4099327113435454,1,1,1,0,1,1,1,1,1,0.6773017743095108,1.5047217940166187,0.6746348582580609,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,-0.8334441289712705,1,0,0,0,0,0,0,0,0,-1.5271033124143112,-0.9039085978815296,-1.5069299350263423,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,1,0.512581975217619,1,1,0,1,1,0,0,1,1,1.0017236549971675,0.9134687678718779,1.0656811545435307,1,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,-1.1597534875625164,1,1,1,0,0,0,1,1,1,1.1547842346036516,-0.8537640479256706,0.7285221062463197,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0.8796800036327707,1,0,1,0,1,0,1,0,0,0.8286986519637506,1.0444994214156058,0.712395894131876,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0.512581975217619,1,1,0,1,1,0,1,1,1,1.425967652819488,1.1393389821559599,1.4442037067590272,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0.7981026639849592,1,1,0,1,1,0,1,0,0,0.9884140393792124,1.2021844742128207,1.0512458164300496,1,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0.8796800036327707,1,1,0,1,0,0,1,1,1,1.2180049087889389,1.3548155189075608,1.145762911220701,1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.2413308272103278,0,0,0,0,0,0,0,1,1,-1.0047008994095714,-0.979191344660133,-1.1204071858589233,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.1597534875625164,1,0,0,0,0,0,1,0,0,-0.3126008872759036,-0.9066333674672118,-0.2682343080053528,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-0.915021468619082,1,0,0,0,0,0,0,0,1,-1.4988203792261565,-0.9217074959815497,-1.5121498563977354,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,-0.38476876090830736,1,1,0,0,0,1,1,1,1,0.2913229213888116,-0.28459483979391764,0.21519381375728147,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,1.124412022576205,1,1,0,0,0,0,0,0,0,-1.3557420113331387,-0.34473753621336817,-1.3201451295515831,0,1,1,0,0,0,0,0,0,1,0,0
0,1,1,1,-1.2821194970342338,1,0,0,0,0,0,0,0,1,0.14491714959130472,-0.9761149919021049,0.14314520959727028,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0.7573139941610534,1,0,1,1,0,0,0,0,1,0.4743301361356949,0.7595192862808401,0.45949226513340663,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.3902159657459017,1,0,0,0,0,0,0,0,1,-1.4688737440857575,-0.6354308978987577,-1.4856044059164573,0,1,0,1,0,0,0,0,1,0,0,0
0,0,1,0,1.613876060463074,0,0,1,1,1,0,0,1,1,-0.5222273332586972,0.5672032910075366,-0.5036140957709355,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.1597534875625164,1,0,0,0,0,0,1,0,0,0.4310738853773403,-0.8750568038008798,0.32708529601777836,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0.023117937330750068,0,0,1,0,0,1,0,0,0,-1.0263290247887487,-0.5169913167146736,-1.0332076335604758,0,0,1,0,1,0,0,0,1,0,0,0
